full_name,first_name,last_name,height
Clarence SANDS,Clarence,SANDS,183.801198812135
John PALMIERO,John,PALMIERO,177.5562597391256
Frank EASTER,Frank,EASTER,176.39179300220968
Leonard DANIELS,Leonard,DANIELS,172.53247854552842
William BLACKLEDGE,William,BLACKLEDGE,178.00518391060135
Jackie YZAGUIRRE,Jackie,YZAGUIRRE,180.01633927095588
Luther JACKSON,Luther,JACKSON,181.54811795746605
Allen AUGUSTYNIAK,Allen,AUGUSTYNIAK,174.09799494567702
Melvin BAILEY,Melvin,BAILEY,181.01444042270808
Jerry SMITH,Jerry,SMITH,177.12201069995947
David NORLAND,David,NORLAND,184.79894400632992
David DUANE,David,DUANE,174.78120608525194
Richard KENNEY,Richard,KENNEY,166.62196044836605
Steven HILL,Steven,HILL,187.41389539320167
Jesse COVINGTON,Jesse,COVINGTON,178.98057003467142
Paul NORTON,Paul,NORTON,193.61200372910292
Gary MENDOZA,Gary,MENDOZA,163.72688159111533
James MORISHIGE,James,MORISHIGE,170.06690001696612
Wyatt PAGONIS,Wyatt,PAGONIS,167.01766487937508
Robert NIGHTINGALE,Robert,NIGHTINGALE,173.95791300093538
Robert HALSTEAD,Robert,HALSTEAD,162.2591124949529
Julien VALDEZ,Julien,VALDEZ,181.62955329527432
James SAVAGE,James,SAVAGE,177.28832704997777
Donald LANDAU,Donald,LANDAU,190.9535677036505
James OSORIO,James,OSORIO,181.22092858357465
Dewey MICHAELS,Dewey,MICHAELS,176.2188751992577
Arthur CYR,Arthur,CYR,188.18476890943285
John JOHNSON,John,JOHNSON,174.24654968953834
Andre YOUNG,Andre,YOUNG,166.26955961699014
Irvin LOLAND,Irvin,LOLAND,191.17670057959967
Jose ALEXANDER,Jose,ALEXANDER,175.4221772510251
Philip SHEFFLER,Philip,SHEFFLER,190.47256855503858
William KING,William,KING,167.97803265935428
Philip WALDORF,Philip,WALDORF,181.55460058969547
Edward SEVERIANO,Edward,SEVERIANO,193.55458304936334
Nicholas POLLOCK,Nicholas,POLLOCK,174.09491865635528
Maurice MILLER,Maurice,MILLER,168.38452915321247
Jamie MICHEL,Jamie,MICHEL,164.65193530824828
Thomas WYNKOOP,Thomas,WYNKOOP,180.56855400386854
Ross BICKHAM,Ross,BICKHAM,165.7556080638917
Winston TURNER,Winston,TURNER,193.5367043986965
Larry ESPINOSA,Larry,ESPINOSA,166.32117753468316
Marion WRIGHT,Marion,WRIGHT,171.18003232515187
James ESPINOSA,James,ESPINOSA,186.1256883540645
Robert THOMPSON,Robert,THOMPSON,195.13775431835612
Albert HAMILTON,Albert,HAMILTON,168.43232608344198
Norman WILSON,Norman,WILSON,182.3101932380092
Gerald BOHANAN,Gerald,BOHANAN,170.12855131596638
Anthony KOEHN,Anthony,KOEHN,185.28801984467492
John LOHMANN,John,LOHMANN,180.20067499769078
Thomas HEILLE,Thomas,HEILLE,175.84978259528134
Andre JOHNSON,Andre,JOHNSON,170.57393840216776
Michael RIVERA,Michael,RIVERA,176.53927195406592
Jeremiah WIESE,Jeremiah,WIESE,173.7168517981342
Jeffrey BRAY,Jeffrey,BRAY,170.8904920825773
Leonard NIEMEYER,Leonard,NIEMEYER,172.3111407795016
George BEHRMAN,George,BEHRMAN,174.74536155902422
Robert BJORKLUND,Robert,BJORKLUND,183.57836571151327
Miles WILLIAMS,Miles,WILLIAMS,187.74622314479046
Ernest ONLY,Ernest,ONLY,187.48762487781482
James SCHWING,James,SCHWING,178.46435126802535
Kenneth HERIFORD,Kenneth,HERIFORD,174.86288429192876
Robert GATES,Robert,GATES,178.15664584429993
Ernest KENNEDY,Ernest,KENNEDY,173.43710293150477
Henry HUGHES,Henry,HUGHES,159.09381485415514
William VIERA,William,VIERA,191.7334545541325
Francisco LOUDERMILK,Francisco,LOUDERMILK,181.23945149831638
Elmer HALA,Elmer,HALA,189.0177454677551
Patrick FOX,Patrick,FOX,181.39587111764195
Melvin ANDERSON,Melvin,ANDERSON,176.3033808577299
Lloyd LASSUS,Lloyd,LASSUS,185.02387470788892
Dean BUNCH,Dean,BUNCH,178.07449858452242
Michael MCDOWELL,Michael,MCDOWELL,180.35097074503446
Chris SIEGEL,Chris,SIEGEL,170.8159418906153
James DEVLIN,James,DEVLIN,180.99730967473624
Jerry POTTER,Jerry,POTTER,174.7795126376101
Joseph RODRIGUEZ,Joseph,RODRIGUEZ,180.9674455902912
Joseph POUSH,Joseph,POUSH,177.92897443580992
Melvin SEIM,Melvin,SEIM,186.45039193215936
Carl WHARTENBY,Carl,WHARTENBY,178.54954786468588
Clarence FORNI,Clarence,FORNI,177.68458683611206
James GORDON,James,GORDON,188.21301552467622
Elvis GLOVER,Elvis,GLOVER,192.5021657536518
Donald GAILEY,Donald,GAILEY,194.04032558758
John KEETON,John,KEETON,184.5655770308656
William BRATTON,William,BRATTON,177.42496543217376
Michael BRAGG,Michael,BRAGG,178.67049256109922
Steven PERMAN,Steven,PERMAN,179.08606084318714
Guy VALENCIA,Guy,VALENCIA,180.18050288930033
Steven MCCUTCHEON,Steven,MCCUTCHEON,168.86251914807622
Stephen WALTERS,Stephen,WALTERS,173.5727669120708
Robert LAWING,Robert,LAWING,188.33149163373832
Jerry SCHMIDT,Jerry,SCHMIDT,171.69574134593046
Billy LOCKETT,Billy,LOCKETT,178.94406386895733
Micah COMPERE,Micah,COMPERE,186.21041751070686
Charles SIMPSON,Charles,SIMPSON,174.63988042174253
Thomas GARRETT,Thomas,GARRETT,183.07249202740374
Joseph CASHDOLLAR,Joseph,CASHDOLLAR,181.8306842485988
Roberto ZAHLER,Roberto,ZAHLER,180.60259850619232
Carl JENSEN,Carl,JENSEN,185.49406893743105
Gavin WILKINSON,Gavin,WILKINSON,186.05456831198822
Victor THUMMEL,Victor,THUMMEL,174.50459922114862
Joseph PENDER,Joseph,PENDER,169.00300966543625
Malachi JOHNSON,Malachi,JOHNSON,178.3744859374474
Gerald GUZMAN,Gerald,GUZMAN,183.19820761987614
Joseph PEREZ,Joseph,PEREZ,176.60952111253036
Archie LOVE,Archie,LOVE,177.65559566827847
Shawn GOLDING,Shawn,GOLDING,177.21428426388152
John CHIANG,John,CHIANG,168.61400861107182
Byron JONES,Byron,JONES,186.08681911075377
John SNYDER,John,SNYDER,161.16542528388004
William DURKEE,William,DURKEE,179.1845262644021
Timothy DARLING,Timothy,DARLING,182.9749035545884
Al EVANS,Al,EVANS,176.5828034208402
Winfred BUSTER,Winfred,BUSTER,177.57494848681827
James KIM,James,KIM,172.5754667427891
Osvaldo OROSCO,Osvaldo,OROSCO,171.472328172082
Daniel MARSH,Daniel,MARSH,178.6420619405493
Alfonso BURNS,Alfonso,BURNS,178.15341507102852
Michael HETTICH,Michael,HETTICH,182.75729537539922
Robert DELAROSA,Robert,DELAROSA,164.5722347229814
Jay BROWNING,Jay,BROWNING,175.21598894385556
Dylan THOMAS,Dylan,THOMAS,181.20359222253094
Roy WEGNER,Roy,WEGNER,179.30196791420997
George FIELDS,George,FIELDS,172.66905298493194
George PHILLIPS,George,PHILLIPS,174.94390266219872
David ALVARADO,David,ALVARADO,179.77214090861452
Paul MOCK,Paul,MOCK,168.614461894787
Lester WILKINS,Lester,WILKINS,185.4180784318334
Kenneth SZULC,Kenneth,SZULC,183.47485391506214
Dennis QUICK,Dennis,QUICK,193.63676084419876
Kevin AKEL,Kevin,AKEL,176.01168612102197
William KING,William,KING,168.52703348159366
Norman AZEVEDO,Norman,AZEVEDO,177.7578146478684
David MCDOUGLE,David,MCDOUGLE,164.0389728613088
Anthony GRILLO,Anthony,GRILLO,169.7210803623583
William BLUM,William,BLUM,175.303729197364
Brandon HUBNER,Brandon,HUBNER,187.8122486633179
Steven HORTON,Steven,HORTON,178.80531689025713
Roosevelt MACE,Roosevelt,MACE,163.22584858375367
Franklin TORRES,Franklin,TORRES,174.24195456514536
Sean FARRIS,Sean,FARRIS,173.65077369035794
Walter SANGHVI,Walter,SANGHVI,171.7652120618148
Julian MAO,Julian,MAO,178.25753249283488
George COKER,George,COKER,185.27343348716764
Harold CUTTS,Harold,CUTTS,175.22832101792363
Theodore BURLEIGH,Theodore,BURLEIGH,181.37859432000852
Michael BUCKMAN,Michael,BUCKMAN,172.84423550753093
Bernard WHEELOCK,Bernard,WHEELOCK,178.663410395524
Alfred URICH,Alfred,URICH,177.76107571281236
Aaron ADKINS,Aaron,ADKINS,164.81702027784547
Arthur PEREZ,Arthur,PEREZ,190.6580294235827
Shawn SMITH,Shawn,SMITH,186.18066916961777
Roger LOUVIER,Roger,LOUVIER,180.49120308709587
John FUNES,John,FUNES,178.24235218669685
Charles FORMICA,Charles,FORMICA,183.48225190664274
Aaron DARBY,Aaron,DARBY,177.78306816518395
Earl STARR,Earl,STARR,170.1951833398333
Walter WATSON,Walter,WATSON,176.6810347523532
George BERRY,George,BERRY,176.72502882767827
Thomas REED,Thomas,REED,176.5995588669337
Edward CAMPBELL,Edward,CAMPBELL,167.74348505368332
Mark OMER,Mark,OMER,185.7226870578158
Ralph SCHUSTER,Ralph,SCHUSTER,186.3809352710725
Elmer LOPEZ,Elmer,LOPEZ,185.62631462286606
Newton CAREAGA,Newton,CAREAGA,182.8647841167943
Samuel MEESE,Samuel,MEESE,188.4967763366485
Sebastian JACOBSON,Sebastian,JACOBSON,177.01859351779225
Randy STARLING,Randy,STARLING,180.01424061893331
William RALSTON,William,RALSTON,180.63267828687722
Cary MALSON,Cary,MALSON,189.0103935747236
Thomas CASS,Thomas,CASS,173.00098989283086
Jason COATS,Jason,COATS,172.13728294712584
Richard DUDDING,Richard,DUDDING,179.3963050316003
John POOLE,John,POOLE,179.4729771601745
George MARKLEY,George,MARKLEY,171.72200844976447
Christopher HARTSFIELD,Christopher,HARTSFIELD,186.37953264758758
Joshua RAID,Joshua,RAID,167.00148665244822
Charles GRIGGS,Charles,GRIGGS,174.85007847781546
Arthur STORMOEN,Arthur,STORMOEN,183.8655048758443
Robert BARGE,Robert,BARGE,192.0443620043967
William LAZARUS,William,LAZARUS,184.1026300907328
Eric BRUCE,Eric,BRUCE,168.7884177428585
Christopher HOLMES,Christopher,HOLMES,181.12149899984308
Charles GUFFEY,Charles,GUFFEY,183.8094263565328
Reuben COOPER,Reuben,COOPER,193.92638103768763
Bobby MCDOWELL,Bobby,MCDOWELL,162.88163597095067
Wallace OHREN,Wallace,OHREN,189.46067261261973
Fred WILLIAMS,Fred,WILLIAMS,167.86053707138345
Wayne HOPKINS,Wayne,HOPKINS,169.16403682745602
Rodolfo JARMAN,Rodolfo,JARMAN,169.9404031856151
Aaron OSBOURN,Aaron,OSBOURN,185.86324439429964
Raymond POSSERT,Raymond,POSSERT,186.3715755493944
Ernest TANKERSLEY,Ernest,TANKERSLEY,177.956595786286
William DOUGHERTY,William,DOUGHERTY,170.51386479602286
George ARNEY,George,ARNEY,175.04379554228603
Walter COKER,Walter,COKER,169.46464336830076
Garth DECKARD,Garth,DECKARD,190.6471739680855
Charles WENDLING,Charles,WENDLING,172.03674258331017
John BRADLEY,John,BRADLEY,194.04014865597986
Don SPRAGUE,Don,SPRAGUE,178.15734732109036
Brian SWAIM,Brian,SWAIM,186.03485874776953
Jerry BLAKE,Jerry,BLAKE,177.17598138831468
Art SCHICK,Art,SCHICK,177.1401124620965
Homer DUMAS,Homer,DUMAS,187.12061373583253
Richard ROMERO,Richard,ROMERO,183.9426251767929
Daniel JOSEPH,Daniel,JOSEPH,194.7628615593554
John HOYER,John,HOYER,179.82167832176947
Joshua MCCAMMOND,Joshua,MCCAMMOND,175.3050487233438
David JACKSON,David,JACKSON,183.6315458534717
Micheal AHLES,Micheal,AHLES,174.01182984581618
Jeremy LEWIS,Jeremy,LEWIS,175.2325982692725
Richard SMITH,Richard,SMITH,182.36053540142478
John MASI,John,MASI,177.31821690301706
Fred SMITH,Fred,SMITH,180.66907545397888
Robert SANCHEZ,Robert,SANCHEZ,177.82611387967555
John RAMIREZ,John,RAMIREZ,167.74371280713402
Steven FULLER,Steven,FULLER,190.37576587016963
Marc HAGGEN,Marc,HAGGEN,189.46072300767275
Leroy MAGANA,Leroy,MAGANA,171.34684605750434
Lawrence TURNER,Lawrence,TURNER,176.39999402716649
Jacob HOLT,Jacob,HOLT,181.0482043313235
Seymour BROWN,Seymour,BROWN,181.4507089111072
John THOMAS,John,THOMAS,176.56915763630795
Joseph VRABEL,Joseph,VRABEL,191.36471884442642
Preston KARY,Preston,KARY,167.90516677105455
Joseph ROWLEY,Joseph,ROWLEY,174.41170285994335
Luis LAFORGE,Luis,LAFORGE,171.28820330262803
Sage DELEON,Sage,DELEON,162.83422321516645
Darryl ZAMBRANO,Darryl,ZAMBRANO,182.11346568403263
Johnny GESMUNDO,Johnny,GESMUNDO,162.9190009567128
George FOLTZ,George,FOLTZ,168.51339565399942
Herman CONNORS,Herman,CONNORS,171.10899210086433
Robert LEAVELL,Robert,LEAVELL,153.4698115473535
Stacey REESER,Stacey,REESER,173.87391289764457
Donnie ELLIS,Donnie,ELLIS,189.82398502851902
Clarence VELAZQUEZ,Clarence,VELAZQUEZ,188.4519751948383
John SMITH,John,SMITH,183.63906186360285
Willie DRIVER,Willie,DRIVER,166.2774447962174
Nicholas SENSABAUGH,Nicholas,SENSABAUGH,183.78210526221102
John MCCABE,John,MCCABE,183.21775742998523
William KANE,William,KANE,178.68623436861583
Timothy FINCKBONE,Timothy,FINCKBONE,179.8222489281072
Mark RHODES,Mark,RHODES,168.07591266799503
Joseph KREGER,Joseph,KREGER,185.62027207943166
Eddie LASHLEY,Eddie,LASHLEY,179.8685411650373
Samuel BUTCH,Samuel,BUTCH,173.38125743919062
John HALL,John,HALL,172.9669039182231
Quentin BUCKLEY,Quentin,BUCKLEY,169.58027644806126
Mark SIBERT,Mark,SIBERT,169.7035045494198
Charlie RIGGINS,Charlie,RIGGINS,175.1258688383556
David JOHNSON,David,JOHNSON,175.42329976052386
Jim MCDONALD,Jim,MCDONALD,177.576858069578
James HUFF,James,HUFF,179.10995591454088
Robert BROWN,Robert,BROWN,183.7842900543336
Daniel MACHUCA,Daniel,MACHUCA,177.47524463194725
Kevin JOHNSON,Kevin,JOHNSON,177.0535386192717
Gabriel FAIRHURST,Gabriel,FAIRHURST,166.27580313248535
Victor JAMES,Victor,JAMES,189.32054070964935
Matthew SCHLABACH,Matthew,SCHLABACH,175.06608078021407
James GIEST,James,GIEST,173.39001716372766
Sergio FARRELL,Sergio,FARRELL,195.7826331778153
Henry DEITCH,Henry,DEITCH,189.61835220696918
Carl MERCADO,Carl,MERCADO,178.99543641268542
Christopher ZERPHEY,Christopher,ZERPHEY,181.87469592816586
Brian PUGLIESE,Brian,PUGLIESE,180.0170485351848
Joseph STEPHENSON,Joseph,STEPHENSON,172.50225010983687
Jeff DYE,Jeff,DYE,168.22256713108504
John VILLAREAL,John,VILLAREAL,178.84090839973194
John THEODORE,John,THEODORE,173.2270241800776
Miguel WILLIAMS,Miguel,WILLIAMS,179.34712837972432
Anton BROOKS,Anton,BROOKS,183.37743326730535
Herman PAPPAS,Herman,PAPPAS,184.4935481994784
Forrest EDNEY,Forrest,EDNEY,172.20654801993354
Calvin EILERS,Calvin,EILERS,183.68380708086806
Cody WILDRICK,Cody,WILDRICK,173.29988354621324
Justin LEWIS,Justin,LEWIS,171.89887637187132
Forest SOBER,Forest,SOBER,176.3305059614193
Frank SCHLENKER,Frank,SCHLENKER,189.28699493263738
Charles WEINSTEIN,Charles,WEINSTEIN,175.33184886055366
Brian HULL,Brian,HULL,171.3309259860585
Lester COCHRAN,Lester,COCHRAN,180.78920156279509
Nicholas SANDERS,Nicholas,SANDERS,191.24085301920834
Jerome COPPOLINO,Jerome,COPPOLINO,166.51822529125104
Nathan FRANK,Nathan,FRANK,180.48791158611277
John ELIFRITZ,John,ELIFRITZ,177.63313434259996
Ian MACDONALD,Ian,MACDONALD,175.61946103091492
Joseph ESPINOZA,Joseph,ESPINOZA,181.63660976908346
Bernard KUNZ,Bernard,KUNZ,186.4134771520614
Harry SMITH,Harry,SMITH,171.34881523585378
Earnest MALICK,Earnest,MALICK,182.0106251444307
Alex MCGEE,Alex,MCGEE,176.87271527907208
Joseph BARON,Joseph,BARON,175.32729134636278
Adelbert BIRD,Adelbert,BIRD,172.38771976893338
Dennis REEVES,Dennis,REEVES,179.53767666949327
Daniel VAZQUEZ,Daniel,VAZQUEZ,179.11966619088946
Frederick DOMINGUEZ,Frederick,DOMINGUEZ,175.58211080481962
Archibald GUNTHER,Archibald,GUNTHER,168.5649797692351
Charles BROWN,Charles,BROWN,188.10609587242504
Steven LUNDBERG,Steven,LUNDBERG,180.17542484921796
Ambrose SOLORIO,Ambrose,SOLORIO,177.41512629979596
Ernest SAMAD,Ernest,SAMAD,178.238961536347
Walter SAR,Walter,SAR,164.555301924543
Joseph ZEPEDA,Joseph,ZEPEDA,184.6218742827139
Ted DANIEL,Ted,DANIEL,180.0091718078422
Jim SCANLON,Jim,SCANLON,190.45629036314514
Gary HURST,Gary,HURST,197.94508861937328
Gerald PERDOMO,Gerald,PERDOMO,183.66613342152195
Ronald TROYAN,Ronald,TROYAN,179.89636365355292
Samuel MANYGOATS,Samuel,MANYGOATS,172.45568329137632
Mark STEPHENS,Mark,STEPHENS,187.44748160967947
Marquis TURNER,Marquis,TURNER,184.19463490740085
Tracey MULIK,Tracey,MULIK,177.3495053056526
John LINK,John,LINK,176.52350898715414
Joseph ANGLE,Joseph,ANGLE,189.92270664211307
Barry STEINER,Barry,STEINER,193.64212284094106
Thomas GALLAHER,Thomas,GALLAHER,183.3573924175288
Robert GERMANN,Robert,GERMANN,176.7599086531639
Daniel GULLEY,Daniel,GULLEY,188.78878771101725
Vincent HATCH,Vincent,HATCH,183.91251684289142
Seth KILLIAN,Seth,KILLIAN,178.12299302697377
Ryan RIETHMAN,Ryan,RIETHMAN,184.43546957714045
Roy DYER,Roy,DYER,188.77775444963888
John CHRISWELL,John,CHRISWELL,178.98558800229776
Dan STANLEY,Dan,STANLEY,181.76980152440188
Derrick GLASS,Derrick,GLASS,195.45063244500466
Mark KEITHLEY,Mark,KEITHLEY,174.95443490862647
Harold CASSIDY,Harold,CASSIDY,174.57338317575912
Lane POLLARD,Lane,POLLARD,187.53806736565264
Andrew QUILL,Andrew,QUILL,171.00481891913896
William BLAHA,William,BLAHA,179.03524687121154
Kevin BRENNAN,Kevin,BRENNAN,180.7584210102659
Edward THOMAS,Edward,THOMAS,187.30402853725795
Jack BILOTTA,Jack,BILOTTA,169.24856676227012
Albert COSTELLO,Albert,COSTELLO,171.41862112730843
Ivan KEGERREIS,Ivan,KEGERREIS,164.59681110483086
Jonas GUADALUPE,Jonas,GUADALUPE,176.05216801213047
William DENNIS,William,DENNIS,170.94642711317059
Henry MARCOTTE,Henry,MARCOTTE,180.65607278479933
Alexander STREICHER,Alexander,STREICHER,172.03810133156486
Charles KENDRICK,Charles,KENDRICK,168.6905018056428
Scott STAUB,Scott,STAUB,166.23324880622135
Christopher KLUG,Christopher,KLUG,168.76770983421588
William PATTERSON,William,PATTERSON,176.45503912420443
Miguel JOHNSON,Miguel,JOHNSON,184.87277036922913
Keith MASON,Keith,MASON,172.9331436883646
Enrique HAZELRIGG,Enrique,HAZELRIGG,176.79167249009683
Thomas LICEA,Thomas,LICEA,177.88513298139668
Terrence MOY,Terrence,MOY,172.6012732251118
Gene WARREN,Gene,WARREN,189.0287760977061
David JONES,David,JONES,179.87143945543696
Robert DVORAK,Robert,DVORAK,192.9668224833719
Carlos CARR,Carlos,CARR,182.22870299472478
Henry DUGGAN,Henry,DUGGAN,160.1060044395731
Louis MULLICAN,Louis,MULLICAN,180.29781550335065
James RODRIQUEZ,James,RODRIQUEZ,172.0797776274695
Nick ERWIN,Nick,ERWIN,180.68386043977355
Dominic MEEKS,Dominic,MEEKS,170.88853364016225
Amos JOHNSON,Amos,JOHNSON,186.16169692545392
Toney TIPTON,Toney,TIPTON,183.78563650091056
Timothy SMITH,Timothy,SMITH,188.16656237611429
Dillon BARRON,Dillon,BARRON,173.6057074966917
Leon AGUIAR,Leon,AGUIAR,185.88946535316583
Emory ROGERS,Emory,ROGERS,159.49319798707032
Michael NIEDZWIECKI,Michael,NIEDZWIECKI,188.17594431496366
Millard PEREZ,Millard,PEREZ,186.8428235185613
Jack SMITH,Jack,SMITH,176.01248854458564
Robert MAUPIN,Robert,MAUPIN,165.98376485338667
Carl STEWART,Carl,STEWART,177.9585241796917
Leonard BRINING,Leonard,BRINING,182.53276937942397
John MILLER,John,MILLER,178.61157783331134
Marshall PALM,Marshall,PALM,183.69531186303834
Douglas DEUTMEYER,Douglas,DEUTMEYER,172.2727302336671
Elmer GALLAGHER,Elmer,GALLAGHER,175.09536258482044
Thomas PARTIN,Thomas,PARTIN,178.6283458605652
Edgar HERRING,Edgar,HERRING,163.34562520264495
Harry MITCHELL,Harry,MITCHELL,183.75049056641245
Dean CARRINGTON,Dean,CARRINGTON,172.68158304970837
Robert SCHULTZ,Robert,SCHULTZ,179.01018073240922
Luis TERRYBERRY,Luis,TERRYBERRY,176.93033072898825
Brian BURGESS,Brian,BURGESS,177.5851540997133
Reginald FISHERMAN,Reginald,FISHERMAN,158.69756209643086
Humphrey JONES,Humphrey,JONES,178.17430453725973
Douglas HOWARD,Douglas,HOWARD,173.78030106101
Robert HERBERG,Robert,HERBERG,186.80932435649407
Peter STEPHENS,Peter,STEPHENS,194.67371710954754
Margaret JOHNSON,Margaret,JOHNSON,179.13546550496275
John BRYAN,John,BRYAN,168.34387477850797
August HULSE,August,HULSE,171.2777122901667
Jeffrey BARNES,Jeffrey,BARNES,177.33867914267609
Gregory TORRES,Gregory,TORRES,180.88065228781815
Matthew JACKSON,Matthew,JACKSON,188.34014638151214
Carl HANSEN,Carl,HANSEN,183.99994275547073
Charles SAIA,Charles,SAIA,182.73427014656085
Nestor DELGADO,Nestor,DELGADO,183.4141911001546
Lester GORSKI,Lester,GORSKI,179.18524944741162
John DOBIS,John,DOBIS,174.7763278220824
Barry QUINTERO,Barry,QUINTERO,184.688443488718
Lewis UHRICK,Lewis,UHRICK,174.44601257139823
John RABB,John,RABB,172.2425939407707
William CUMMINS,William,CUMMINS,178.02993119344526
John HILL,John,HILL,168.4735176943068
George RODRIGUEZ,George,RODRIGUEZ,181.6458578910185
Michael MUMMERT,Michael,MUMMERT,183.57634293401046
Roscoe NOBLE,Roscoe,NOBLE,187.9887412622751
Rickey MCDONALD,Rickey,MCDONALD,168.6903909960785
Nathan WARREN,Nathan,WARREN,186.67480745262915
Luis MORTENSEN,Luis,MORTENSEN,186.09828251645467
Devin HADNOT,Devin,HADNOT,177.1615877726894
Samuel LOGAN,Samuel,LOGAN,173.39063912833365
Steven MCGEE,Steven,MCGEE,166.5081921683248
Reginald GLASSCOCK,Reginald,GLASSCOCK,198.0111890612398
James SPELLMAN,James,SPELLMAN,181.29339662695867
Milton GRAY,Milton,GRAY,168.47073611250914
William PENROSE,William,PENROSE,174.26822207084348
Matthew ODOM,Matthew,ODOM,184.62989785839073
Fred VANWAGONER,Fred,VANWAGONER,185.06485595203682
Peter ZINK,Peter,ZINK,175.1294516469175
David ALEXANDER,David,ALEXANDER,191.2094340791576
Edward MACOMBER,Edward,MACOMBER,173.601056448455
Timmy GREEN,Timmy,GREEN,175.73028127317448
Edward BRATTEN,Edward,BRATTEN,182.7048547276487
Charles ROSS,Charles,ROSS,181.40874504430565
Jay CARLSON,Jay,CARLSON,177.06980596553436
Chester KALASHIAN,Chester,KALASHIAN,171.82661571620562
Luther TAMER,Luther,TAMER,187.97600430722161
Joseph WILLIAMS,Joseph,WILLIAMS,181.35348309414925
Wesley DIAZ,Wesley,DIAZ,190.54469260001858
David JORGE,David,JORGE,183.23284627322792
Harold BRANSON,Harold,BRANSON,169.29271308072308
Gilbert ROSS,Gilbert,ROSS,173.0714499115977
Mason MCCORMACK,Mason,MCCORMACK,167.3076967452498
Neil CARIDI,Neil,CARIDI,170.36134347124138
Howard HALE,Howard,HALE,173.93342830108466
Richard VEST,Richard,VEST,182.7169820161592
Christian URICH,Christian,URICH,168.85935292512582
Isaac TRABOLD,Isaac,TRABOLD,190.67048743189352
Randall CHAMBERS,Randall,CHAMBERS,191.67934007368592
Harry WILLIAMS,Harry,WILLIAMS,165.87042445047084
William EDWARDS,William,EDWARDS,174.18049625587938
William MEZA,William,MEZA,169.47823752888183
Gene FOLSOM,Gene,FOLSOM,178.1541658749611
John BROWN,John,BROWN,177.10866617192852
Andrew WEBER,Andrew,WEBER,177.69284371178196
Garfield DANIEL,Garfield,DANIEL,176.90843411123504
Felix MILLIS,Felix,MILLIS,169.53716201232115
Walter POWERS,Walter,POWERS,180.29199747184683
Dennis NORRIS,Dennis,NORRIS,170.17786040974042
Frank WILKINSON,Frank,WILKINSON,181.46670423490454
Victor HAYES,Victor,HAYES,169.23554696931944
Jonathan PETTWAY,Jonathan,PETTWAY,176.49690096633918
Donald SELLERS,Donald,SELLERS,172.95379476478405
Danny KATZ,Danny,KATZ,191.54671425687366
Jason JONES,Jason,JONES,191.01990286821538
Manuel MEDINA,Manuel,MEDINA,172.81976597928173
Richard COULSTON,Richard,COULSTON,185.78469686417725
Chris LASTRA,Chris,LASTRA,177.31201467812335
Nathan FINLEY,Nathan,FINLEY,177.8801691299995
Matthew JONES,Matthew,JONES,167.64490109921243
Cody WALLIS,Cody,WALLIS,163.84661419447497
Roy JACKSON,Roy,JACKSON,182.7574919143417
Paul CAMPOS,Paul,CAMPOS,185.82337269364047
Robert WILKINSON,Robert,WILKINSON,183.17349912829647
Martin GRIFFIN,Martin,GRIFFIN,181.78978136137053
George MADISON,George,MADISON,181.1296704079758
Frank WASSON,Frank,WASSON,176.47655510396314
Dominic MEYERS,Dominic,MEYERS,171.31633038053667
Timothy PHILLIPS,Timothy,PHILLIPS,190.0169524409495
Jesse FREEMAN,Jesse,FREEMAN,179.74411828834187
Douglas COCHRUM,Douglas,COCHRUM,173.94629213177043
Charles HARRIS,Charles,HARRIS,179.73460511694105
Armando MARTINEZ,Armando,MARTINEZ,177.98938265575364
Bruce VALDIVIA,Bruce,VALDIVIA,178.14666116898206
William KOTZUR,William,KOTZUR,186.51743375908944
Charles COLLINS,Charles,COLLINS,181.9689497449854
Anthony HANSEL,Anthony,HANSEL,178.16547821048795
Richard IRONS,Richard,IRONS,181.6015738487012
Herman WAY,Herman,WAY,162.00432559243163
Ryan WILSON,Ryan,WILSON,173.22749967196253
Alejandro HALL,Alejandro,HALL,184.8534088467981
Virgil LEWANDOWSKI,Virgil,LEWANDOWSKI,170.94073545372726
James SQUIERS,James,SQUIERS,170.73580461961885
Irwin SMITH,Irwin,SMITH,193.26066627239794
Joseph BEECHER,Joseph,BEECHER,171.375514037761
Morris ADRAGNA,Morris,ADRAGNA,184.83540868641072
Robert WILLEFORD,Robert,WILLEFORD,175.5087108786984
Carter HADDIX,Carter,HADDIX,190.853093588537
William THOMPSON,William,THOMPSON,202.2244957298273
Andrew MARTINEZ,Andrew,MARTINEZ,173.18963882915884
John ROARK,John,ROARK,173.53095511654334
Odell MYERS,Odell,MYERS,173.04230860532982
Earl GORTON,Earl,GORTON,177.72083175191608
Brian GENTZ,Brian,GENTZ,174.44220091865012
Fred LUND,Fred,LUND,168.55371535486327
Curtis MUNRO,Curtis,MUNRO,185.16531380573318
William SMITH,William,SMITH,188.3720181238755
Elijah LABARBERA,Elijah,LABARBERA,190.7153601181214
Karl GAINES,Karl,GAINES,170.5464950390184
Mark CORNELIOUS,Mark,CORNELIOUS,180.10334420037802
Shawn ROETTGER,Shawn,ROETTGER,183.88635502952457
John SCHNEIDER,John,SCHNEIDER,195.08081393196318
William GARZA,William,GARZA,182.2876486516621
John HOWARD,John,HOWARD,183.0966840011022
